"listing_id","gl_high","gl_low","gl_medium"
7170325,0.103234700645833,0.503448107798597,0.39331719155557
7092344,0.0695167340204234,0.597696942042297,0.332786323937279
7158677,0.0507291176559519,0.667842308541958,0.28142857380209
7211212,0.164675384182617,0.480384011629055,0.354940604188328
7225292,0.0229037247291952,0.833617041864478,0.143479233406327
7226687,0.00483426233922862,0.889245025669096,0.105920711991676
7126989,0.0301214060528629,0.684653145427499,0.285225448519638
7114138,0.198412192122516,0.358519749788539,0.443068058088945
7131094,0.0567210586642457,0.705124415086497,0.238154526249257
7224815,0.00775102625526049,0.888342474554696,0.103906499190043
7107333,0.0123629202447179,0.872003632211533,0.115633447543749
7088993,0.228036268328746,0.264090936210929,0.507872795460325
7216312,0.137441399966094,0.47934701353257,0.383211586501336
7140668,0.0754092218701068,0.624349735173464,0.300241042956429
7141160,0.0100599725216336,0.826721457779097,0.163218569699269
7753784,0.00624078882392241,0.91953936636043,0.0742198448156481
7140840,0.0362321028258798,0.740794287939771,0.222973609234349
7172046,0.127197053020082,0.430404356483263,0.442398590496655
7168225,0.00891246137174661,0.880586483848756,0.110501054779498
7213185,0.00923835349215124,0.949963416388322,0.0407982301195269
7206465,0.102661983660958,0.645715303981079,0.251622712357963
7134612,0.00307603172164317,0.938819217276727,0.0581047510016302
7156935,0.00040826502246774,0.97480008848855,0.0247916464889821
7096161,0.0319553697900305,0.725781781030587,0.242262849179383
7131812,0.0586772920539686,0.645479501320334,0.295843206625698
7185840,0.0499609128982044,0.633613118014855,0.31642596908694
7114220,0.000782246157252455,0.987177156583498,0.0120405972592492
7231209,0.0344028785322041,0.797552648955355,0.168044472512441
7229242,0.0467723182770551,0.718426538079985,0.23480114364296
7089887,0.147243411698055,0.393982625335933,0.458773962966012
7217009,0.046335988946222,0.664363403776475,0.289300607277303
7167986,0.399304930607967,0.234901245412392,0.365793823979641
7126940,0.00603194670645563,0.917744659396239,0.0762233938973052
7159596,0.0522149824448317,0.680635282575125,0.267149734980044
7111210,0.350384561354316,0.248072564695217,0.401542873950467
7152345,0.0964063267628903,0.630137131412394,0.273456541824715
7204899,0.0459707893413133,0.686375875082125,0.267653335576562
7230245,0.181051075656855,0.489211170448246,0.329737753894899
7211226,0.0494429519995622,0.798353276056695,0.152203771943742
7195563,0.00491881043560258,0.868203892914403,0.126877296649995
7181313,0.324854751434742,0.26499951500616,0.410145733559097
7206858,0.00271602049038223,0.92766137430036,0.0696226052092582
7126878,0.0782940106751539,0.676393557105817,0.24531243221903
7174518,0.00940677316144,0.947687330387785,0.0429058964507754
7209804,0.0301553447003236,0.737511929869783,0.232332725429894
7119598,0.000477478422866998,0.968283163694125,0.0312393578830083
7133917,0.00780044924343506,0.897127431327209,0.0950721194293555
7174224,0.172848410073871,0.356774801464558,0.470376788461571
7157060,0.0139736125895995,0.84893014450297,0.137096242907431
7173006,0.0366846410173177,0.881407872088677,0.0819074868940055
7216314,0.000244697087078145,0.954579066629657,0.0451762362832653
7219476,0.010324977072384,0.877708702350613,0.111966320577003
7139119,0.00363918439970674,0.941647075101835,0.0547137404984579
7206653,0.0247798070718066,0.78844603383653,0.186774159091664
7091061,0.0450670924122525,0.763328220468648,0.1916046871191
7097027,0.0188114487196428,0.839013032007077,0.14217551927328
7106145,0.320310024556657,0.207566164572193,0.47212381087115
7167352,0.0175934514985735,0.837137627955804,0.145268920545622
7168370,0.00875969911385829,0.942636821672148,0.0486034792139936
7097907,0.112988552896518,0.574316683128217,0.312694763975265
7231268,0.118857994485346,0.616721995173965,0.264420010340689
7136953,0.0646953541815425,0.582790910628242,0.352513735190216
7163499,0.00503687745881566,0.918052321373313,0.0769108011678711
7205089,0.0663538019701024,0.69699263554771,0.236653562482188
7215442,0.00765622768774372,0.886992017265485,0.105351755046771
7221305,0.0243573093259555,0.818388943016144,0.1572537476579
7218351,0.0399519950319788,0.684323096864881,0.275724908103141
7148695,0.104321870154758,0.584145854144314,0.311532275700929
7134031,0.167980525033996,0.476597162744195,0.355422312221809
7194919,0.0946219410171254,0.534390077522427,0.370987981460447
7198551,0.000271550619038082,0.96906670389575,0.0306617454852116
7090836,0.00516187887862263,0.935408108106128,0.0594300130152496
7129585,0.0399362547341925,0.684189061314865,0.275874683950943
7107617,0.126738661986167,0.575077795603205,0.298183542410627
7232120,0.112351419703769,0.464398451185768,0.423250129110463
7158471,0.031111842544611,0.861017713514164,0.107870443941225
7117491,0.0112437671339369,0.891155683568015,0.0976005492980476
7194997,0.00767117250859132,0.896878171014379,0.09545065647703
7184842,0.169515271259533,0.477076941930854,0.353407786809614
7111019,0.0365862126894384,0.678189659134358,0.285224128176203
7149858,8.5347198361201e-05,0.988640605528076,0.0112740472735631
7141788,0.0197923632418343,0.784661911690598,0.195545725067568
7134172,0.0525700552585912,0.613128671064742,0.334301273676667
7233228,0.0702871803274198,0.587731605225571,0.341981214447009
7166956,0.0252381673801977,0.818150912750243,0.156610919869559
7134741,0.0768728484445088,0.620221679426559,0.302905472128932
7148587,0.00488950549810492,0.969386779564524,0.025723714937371
7114391,0.161773008427364,0.491654157313361,0.346572834259275
7210245,0.0127984297467241,0.811877586329343,0.175323983923933
7200221,0.27041976634878,0.35559702651144,0.37398320713978
7176451,0.0019754552009627,0.949997658663045,0.0480268861359924
7112578,1.84431248465073e-05,0.993763304265627,0.00621825260952611
7169964,0.138768098078918,0.454599749672169,0.406632152248914
7129699,0.311040852411272,0.214180174211682,0.474778973377045
7192613,0.040272561201869,0.714644317098141,0.24508312169999
7137236,0.0197411277277906,0.821970214757071,0.158288657515139
7129545,0.0170918678778447,0.838325333613556,0.144582798508599
7167474,0.100952620476941,0.629985879367154,0.269061500155905
7187520,0.00172634322201583,0.979900679010015,0.0183729777679688
7219030,0.10335113794714,0.557964658917948,0.338684203134912
7194762,0.103425964200745,0.455057681302119,0.441516354497136
7223079,0.106475602269121,0.597237758692048,0.296286639038831
7197337,0.0214540845514246,0.749133383497523,0.229412531951052
7103559,0.0550921222812922,0.566243260089143,0.378664617629565
7112266,0.149835434615974,0.500493768855032,0.349670796528994
7172018,0.0524661380359149,0.626177972522365,0.32135588944172
7161834,0.0915689509809785,0.688163379296927,0.220267669722094
7135375,0.0796195421107507,0.648206552479553,0.272173905409696
7129249,0.0340612516248091,0.764034698262594,0.201904050112597
7125143,0.0234866385050783,0.794650371473439,0.181862990021482
7151407,0.213464197001893,0.492806371303208,0.293729431694899
7223550,0.00243670756945453,0.935291837425894,0.0622714550046512
7223021,0.206611868416633,0.429640204958782,0.363747926624585
7174183,0.0146372403007259,0.860816503180186,0.124546256519089
7202273,0.00996187763111063,0.929291872905664,0.0607462494632253
7161696,0.14504862879664,0.527069796490293,0.327881574713067
7225795,0.0041376833373744,0.903659057211625,0.0922032594510003
7095668,0.000471900378671071,0.97593077284147,0.023597326779859
7234386,0.164197925624962,0.474462340282678,0.36133973409236
7230215,0.262910859358622,0.308994827749976,0.428094312891402
7127331,0.0150543113637342,0.811514076926782,0.173431611709484
7167945,0.0483822540612947,0.69249650861135,0.259121237327355
7190799,0.0339865829725166,0.708255900288363,0.25775751673912
7120422,0.0350156784765962,0.766572696212859,0.198411625310544
7220083,0.0100829856825386,0.942016790737407,0.0479002235800544
7103388,0.163428739106218,0.509652551373623,0.326918709520158
7163634,0.394655669116142,0.229792470514922,0.375551860368936
7124748,0.239717170984047,0.189649457516818,0.570633371499135
7220833,0.139414069376945,0.422452371822766,0.438133558800289
7214952,0.0133558126999305,0.821196247315993,0.165447939984076
7116891,0.0679180193199485,0.678074095946431,0.254007884733621
7137270,0.025784788672268,0.776599905674871,0.197615305652861
7137935,0.0331872181579272,0.866936949759734,0.0998758320823387
7150092,0.116446648535089,0.623002698154692,0.260550653310219
7144140,0.0152797083264555,0.886283355642304,0.0984369360312404
7100389,0.115844392244506,0.556545677384071,0.327609930371423
7221077,0.13033542158121,0.435638620720342,0.434025957698448
7219078,0.0148069109714502,0.835321972426588,0.149871116601961
7095541,0.000574945392959322,0.973171963301364,0.0262530913056765
7203328,0.13470047298404,0.544736752198455,0.320562774817505
7087981,0.0466178445557517,0.662813432723931,0.290568722720317
7229492,0.0311660106204096,0.808850738057806,0.159983251321785
7206615,0.00848013320977941,0.843102526764156,0.148417340026065
7120758,0.0105531571780357,0.835020590972689,0.154426251849276
7107623,0.128995783883914,0.440301462022664,0.430702754093422
7136685,0.0421957723154758,0.713811855002137,0.243992372682387
7146873,0.0201710187274293,0.909981697057754,0.0698472842148163
7173496,0.152664870855051,0.338386739683596,0.508948389461353
7223131,0.042270859770227,0.755241832396247,0.202487307833526
7126261,0.387739690018309,0.137376318266163,0.474883991715528
7153662,0.0804318845721869,0.777495392769439,0.142072722658375
7096174,0.129569378822002,0.566177619360636,0.304253001817362
7169773,0.0108269622862293,0.943337781599026,0.0458352561147448
7166336,0.0335581634289584,0.859659902700959,0.106781933870082
7214496,0.0308817736376827,0.768909646682538,0.200208579679779
7132195,0.0220520225592384,0.794057633417448,0.183890344023313
7105198,0.00624357738145958,0.86321488203544,0.1305415405831
7105648,0.00919008114618266,0.882435313944385,0.108374604909432
7112992,0.00220899385415488,0.947069492582055,0.0507215135637901
7192198,0.0504155798311567,0.623849230394186,0.325735189774657
7105389,0.127704414144929,0.461609651015401,0.410685934839669
7120917,0.0598647508686356,0.61553956494469,0.324595684186675
7136806,0.365315766499155,0.23742327137504,0.397260962125805
7109319,0.0409904264601522,0.678614479891913,0.280395093647935
7115282,0.0330034481484511,0.656161674036729,0.31083487781482
7146676,0.0376534536933714,0.762123249543661,0.200223296762968
7215893,0.00454458904327347,0.96599129657447,0.0294641143822568
7165629,0.285631575489486,0.195426428369864,0.51894199614065
7219540,0.0595938093460449,0.812411070894988,0.127995119758967
7136465,0.0428492821378316,0.86798308856854,0.0891676292936287
7232225,0.0876595169801958,0.59353676642248,0.318803716597325
7105202,0.00923756713385519,0.807638100713634,0.183124332152511
7126430,0.000474246083531448,0.97258477529333,0.0269409786231388
7111867,0.0219869974795996,0.898703562272681,0.0793094402477192
7146798,0.0450538865896132,0.633331199109367,0.321614914301019
7092134,0.124028121926761,0.486105208252645,0.389866669820595
7156595,0.242776354665899,0.36568249333751,0.391541151996591
7230524,0.168636700947824,0.428593642547765,0.402769656504411
7096089,0.0236661804106473,0.852054297994465,0.124279521594887
7204276,0.0237178050431977,0.787164267074829,0.189117927881974
7187503,0.00280532604483575,0.950621226731889,0.0465734472232748
7157119,0.095198715044607,0.51801664089887,0.386784644056523
7205310,0.00109897429237421,0.967716376807871,0.0311846488997549
7116785,0.134993871533328,0.495385923616514,0.369620204850158
7220345,0.00447440000240944,0.965518452908377,0.0300071470892135
7213335,0.0256525088132489,0.833966857891294,0.140380633295457
7226774,0.0547021860507615,0.627737325145105,0.317560488804134
7139673,0.00627570668921611,0.913083932454807,0.0806403608559773
7158994,0.043818949231234,0.66046454723123,0.295716503537536
7233238,0.000229060689538249,0.968207091506528,0.0315638478039336
7139917,0.173383499817101,0.472969659908085,0.353646840274814
7141300,0.126875175299478,0.511008096896353,0.362116727804169
7145411,0.00480653311264189,0.896484396350383,0.0987090705369755
7207430,0.0369888189635428,0.872288426733954,0.0907227543025036
7125901,0.00540960613935769,0.966487320301562,0.0281030735590805
7148635,0.0398215497468531,0.76882754356441,0.191350906688737
7190493,0.0156573983461319,0.853379629800491,0.130962971853377
7183609,0.248198021423642,0.245937357474824,0.505864621101534
7105489,0.101373442162334,0.466050494061861,0.432576063775805
7199702,0.0252193733156086,0.777315962777792,0.1974646639066
7699396,0.0846798684279256,0.669066981951273,0.246253149620802
7187542,0.0152071876798329,0.911663180742567,0.0731296315775996
7203495,0.0572055038832068,0.608081906904949,0.334712589211844
7154804,0.0661730811769664,0.581995604567167,0.351831314255867
7213096,0.0288386647325829,0.903286875472785,0.0678744597946319
7229112,0.00529260525953752,0.870545279001377,0.124162115739085
7195985,0.0200233557343319,0.839510456347175,0.140466187918493
7128989,0.178507167376199,0.493048137465498,0.328444695158303
7201340,0.104977790669557,0.608621862645548,0.286400346684895
7160416,0.0322348307677722,0.790326421032713,0.177438748199515
7145487,0.00561269381632453,0.901538976682886,0.0928483295007898
7132045,0.0293004221745642,0.770629853029943,0.200069724795492
7127946,0.0353074135993795,0.871246536239164,0.0934460501614563
7164531,0.0537355162300936,0.702786909975792,0.243477573794114
7221942,0.162069215831999,0.445928473545901,0.392002310622101
7192439,0.0491397141521756,0.760519298615908,0.190340987231916
7140922,0.0224624808536694,0.805122827509755,0.172414691636576
7181426,0.207446172347018,0.408213004093301,0.384340823559681
7088015,5.34567025699472e-05,0.990052630189746,0.00989391310768412
7162106,0.160061527073969,0.357985134010625,0.481953338915406
7138311,0.00581797904787417,0.963418426130796,0.0307635948213299
7188806,0.100773129646047,0.599118234773557,0.300108635580396
7164370,0.00747772676100459,0.900048424446193,0.0924738487928027
7162259,0.0214261186842538,0.812029343877066,0.166544537438681
7131606,0.202300506505243,0.321600707222351,0.476098786272405
7204441,0.1219233634248,0.611939405805375,0.266137230769826
7189092,0.0755031058700432,0.67268312370219,0.251813770427767
7119739,0.034396075353662,0.821083160350556,0.144520764295782
7099579,0.0408914533354937,0.718670493681774,0.240438052982732
7164940,0.0828197500939211,0.573148595798011,0.344031654108068
7091677,0.00575077840157751,0.865155817554477,0.129093404043945
7159173,0.0176478471417434,0.844513459298351,0.137838693559905
7144584,0.000548184299375297,0.989956990594914,0.00949482510571025
7170465,0.0165335937111208,0.797025739344421,0.186440666944459
7145105,0.0308280863198736,0.76925355871073,0.199918354969396
7174989,0.0177068075787987,0.851711668508405,0.130581523912796
7187660,0.0267897810830316,0.74857244184899,0.224637777067978
7101204,0.00636104756458098,0.958501903448555,0.0351370489868639
7174250,0.119452786747149,0.598773291941403,0.281773921311449
7206561,0.0319341603342339,0.813326834086508,0.154739005579258
7168239,0.000228267133240406,0.989327588943671,0.0104441439230885
7115466,0.171844307002854,0.424120424507286,0.40403526848986
7150492,0.0448628840050779,0.757415621004268,0.197721494990654
7200687,0.179513979725141,0.393818331391555,0.426667688883305
7118336,0.0595690534900505,0.67539012628339,0.26504082022656
7113766,0.10217306423166,0.487743769127565,0.410083166640775
7234398,0.0864719128954897,0.582627907120144,0.330900179984366
7219996,0.0125787665687107,0.933751863972583,0.0536693694587062
7166766,0.153445341007354,0.46930933911659,0.377245319876056
7168961,0.0772897969664576,0.673311787552786,0.249398415480756
7091303,0.199890494609295,0.303645991506479,0.496463513884225
7113377,0.269561005102939,0.228570177249951,0.50186881764711
7116917,0.199756085717843,0.384555658355729,0.415688255926428
7157778,0.0245686149399822,0.822773378136674,0.152658006923344
7143672,0.00397123182644276,0.929408220595999,0.0666205475775583
7185468,0.0800776928697019,0.542045175613704,0.377877131516594
7209367,0.202623584268478,0.292150720094931,0.505225695636591
