"listing_id","rf_high","rf_low","rf_medium"
7170325,0.0983207225982196,0.539397771505023,0.362281505896758
7092344,0.0302547013142606,0.690083585899919,0.279661712785821
7158677,0.028250166524781,0.693785268553777,0.277964564921442
7211212,0.0952708765234205,0.577704040573156,0.327025082903424
7225292,0.0172841049385883,0.868134407611286,0.114581487450126
7226687,0.0540395642814944,0.767217774683523,0.178742661034982
7126989,0.0624015785791922,0.680565328643537,0.257033092777271
7114138,0.179392568606104,0.411289942807339,0.409317488586557
7131094,0.102040509157386,0.592397773689892,0.305561717152723
7224815,0.0197757819146272,0.808157611466119,0.172066606619254
7107333,0.0103721995959949,0.881355522231508,0.108272278172497
7088993,0.152231760901705,0.412169107610643,0.435599131487652
7216312,0.124712779865018,0.4569057367011,0.418381483433882
7140668,0.0540829219085442,0.679069920785241,0.266847157306215
7141160,0.00481522768750557,0.890902728675503,0.104282043636992
7753784,0.00881161280655237,0.937069655100695,0.0541187320927531
7140840,0.0154501100062254,0.798946596013333,0.185603293980442
7172046,0.188762890238169,0.413674871502434,0.397562238259398
7168225,0.0133158293474364,0.81793345160074,0.168750719051823
7213185,0.0270054703638528,0.874064451715798,0.0989300779203489
7206465,0.0612687061698608,0.673939362855179,0.26479193097496
7134612,0.0162136672846081,0.897921296110521,0.0858650366048706
7156935,0.00544449631617183,0.928606789312586,0.0659487143712425
7096161,0.0398204055523545,0.769022623595017,0.191156970852628
7131812,0.078789863615158,0.606862046428486,0.314348089956356
7185840,0.0831766511168444,0.639665556643369,0.277157792239787
7114220,0.00507720460653995,0.947989563223659,0.0469332321698012
7231209,0.0241335779657102,0.806715730181262,0.169150691853028
7229242,0.047251741755798,0.719963935760004,0.232784322484198
7089887,0.0576276848266387,0.585152660550621,0.35721965462274
7217009,0.0822631488425151,0.640983142971593,0.276753708185892
7167986,0.303424046232563,0.424129225000646,0.272446728766791
7126940,0.0240547385953349,0.820475884457775,0.15546937694689
7159596,0.0452628298695922,0.6816928214293,0.273044348701108
7111210,0.227414393814669,0.405212148195693,0.367373457989638
7152345,0.135802070347032,0.53548796166871,0.328709967984258
7204899,0.0264380790223536,0.733735762083998,0.239826158893649
7230245,0.257038160827078,0.510647303230161,0.232314535942762
7211226,0.0788712658329253,0.699747945110747,0.221380789056328
7195563,0.0188504396128886,0.860199788667329,0.120949771719782
7181313,0.13109636029019,0.541226678162475,0.327676961547335
7206858,0.0126254114559873,0.882891452062041,0.104483136481972
7126878,0.085005843660255,0.640751058819418,0.274243097520327
7174518,0.0194446689106686,0.896755910285703,0.0837994208036289
7209804,0.0234293269077231,0.721196210177485,0.255374462914792
7119598,0.0034459424920562,0.936695316985197,0.0598587405227468
7133917,0.00524427556815446,0.956857622027203,0.0378981024046429
7174224,0.0756898408013545,0.649286697808894,0.275023461389751
7157060,0.016591083698616,0.74788132177122,0.235527594530164
7173006,0.0751280533419647,0.789243852267124,0.135628094390911
7216314,0.0393313881389122,0.857376306359971,0.103292305501117
7219476,0.00775157110670054,0.922454038036564,0.0697943908567356
7139119,0.0044008964032248,0.930394058886179,0.065205044710596
7206653,0.0425120100804789,0.700440878098894,0.257047111820627
7091061,0.0551065783632419,0.656321130327511,0.288572291309247
7097027,0.0120560845839065,0.856606542667065,0.131337372749028
7106145,0.108178575237257,0.566294551691997,0.325526873070746
7167352,0.0209294047522867,0.774385530580413,0.2046850646673
7168370,0.0268305599118766,0.818984700258578,0.154184739829545
7097907,0.0866847664253483,0.640200879280936,0.273114354293715
7231268,0.124053999471023,0.553944618484799,0.322001382044178
7136953,0.0722711525553896,0.562495483981156,0.365233363463455
7163499,0.00419394161438345,0.941364697998786,0.0544413603868311
7205089,0.0440776188450852,0.710503491546244,0.245418889608671
7215442,0.0210909247858655,0.831188702237429,0.147720372976706
7221305,0.0290018928415855,0.775656626137503,0.195341481020911
7218351,0.0305852517275802,0.747658154368697,0.221756593903723
7148695,0.107924925592607,0.552325175460342,0.339749898947051
7134031,0.100311172954763,0.565748391218655,0.333940435826582
7194919,0.0341808741572456,0.68259917602586,0.283219949816895
7198551,0.0024053616638658,0.964679207653478,0.032915430682656
7090836,0.00757322322705043,0.943690512811249,0.048736263961701
7129585,0.0431388712056594,0.674739378086441,0.2821217507079
7107617,0.0846247623305657,0.625769933563072,0.289605304106362
7232120,0.0919118065720451,0.529101476884402,0.378986716543553
7158471,0.0528161889185109,0.823113664118103,0.124070146963386
7117491,0.026510493658015,0.88666894332948,0.086820563012505
7194997,0.0112199773875033,0.897951218889989,0.090828803722508
7184842,0.174401372437786,0.488011421875631,0.337587205686583
7111019,0.042618575111679,0.724709956202164,0.232671468686157
7149858,0.0156985275319362,0.914910598964058,0.0693908735040056
7141788,0.023459538323999,0.725523709951392,0.251016751724609
7134172,0.0808290805396313,0.575954921075227,0.343215998385142
7233228,0.0343369733478876,0.720233158012018,0.245429868640095
7166956,0.0255894685190883,0.835247258420796,0.139163273060116
7134741,0.0993299763044069,0.629697155496944,0.270972868198649
7148587,0.0159036228184922,0.923042789270201,0.0610535879113065
7114391,0.117300139584452,0.567594788748254,0.315105071667294
7210245,0.0176535284316531,0.831764220437301,0.150582251131046
7200221,0.261999698279406,0.365243070459152,0.372757231261442
7176451,0.00298057440940799,0.950595634245848,0.0464237913447444
7112578,0.00551760837186401,0.933871427405283,0.0606109642228535
7169964,0.135720665559155,0.473265809271924,0.391013525168921
7129699,0.106229963325007,0.591884493769827,0.301885542905166
7192613,0.016049482256784,0.776545319352846,0.20740519839037
7137236,0.0304495891343003,0.819347585403014,0.150202825462685
7129545,0.0221935085611373,0.822382746499318,0.155423744939545
7167474,0.124284077567072,0.534065459798947,0.341650462633981
7187520,0.00738421105573613,0.955002951365292,0.0376128375789718
7219030,0.0775791767157016,0.60937107416147,0.313049749122828
7194762,0.0718328414755398,0.575270331841692,0.352896826682768
7223079,0.0975409031315994,0.598507930802161,0.30395116606624
7197337,0.0711467373296332,0.678290865418706,0.250562397251661
7103559,0.0961193733542176,0.533804956755444,0.370075669890338
7112266,0.112550209722152,0.551127544768929,0.336322245508919
7172018,0.0840163180232576,0.496222611145612,0.41976107083113
7161834,0.0965612551647307,0.627165663688645,0.276273081146625
7135375,0.0859985138175575,0.650636883146757,0.263364603035685
7129249,0.0418661444269234,0.758578093225369,0.199555762347708
7125143,0.018565098184914,0.781410009988907,0.200024891826179
7151407,0.334774625523124,0.284437816322473,0.380787558154403
7223550,0.00668591326248713,0.930591383225194,0.0627227035123193
7223021,0.138553532499676,0.510982775283676,0.350463692216648
7174183,0.0435659825025061,0.689649492528253,0.266784524969241
7202273,0.0198002667683703,0.862350532587175,0.117849200644455
7161696,0.110353530185176,0.575542010956337,0.314104458858487
7225795,0.0267573621520182,0.839873133334232,0.13336950451375
7095668,0.00594430324768854,0.93873020399511,0.0553254927572012
7234386,0.201180127061568,0.42489869943242,0.373921173506012
7230215,0.200156024034214,0.44527954124341,0.354564434722376
7127331,0.0393491669830085,0.755701062806377,0.204949770210614
7167945,0.0546567091841321,0.696283597944783,0.249059692871085
7190799,0.0298950827685433,0.703089040140803,0.267015877090653
7120422,0.0189514805608572,0.816228407325867,0.164820112113275
7220083,0.0268193696458194,0.839233618508605,0.133947011845575
7103388,0.150701149198248,0.547732146480638,0.301566704321114
7163634,0.344388193055104,0.31401082903132,0.341600977913576
7124748,0.139292054449373,0.435017390492746,0.425690555057881
7220833,0.139268621429923,0.434913283940823,0.425818094629254
7214952,0.0654849723919581,0.679774580333941,0.254740447274101
7116891,0.0910107332605225,0.593853837846479,0.315135428892998
7137270,0.0985860973653507,0.631753536695804,0.269660365938846
7137935,0.0531691423796821,0.81810757404548,0.128723283574838
7150092,0.111342183257719,0.647054178315007,0.241603638427274
7144140,0.00927113824682414,0.939279153843222,0.0514497079099542
7100389,0.0855848820092322,0.629804825334292,0.284610292656476
7221077,0.0465078854422832,0.614966665103529,0.338525449454187
7219078,0.0283405139017896,0.694231448047554,0.277428038050656
7095541,0.00212976445082311,0.959853226974102,0.0380170085750745
7203328,0.110880000967009,0.514275055369553,0.374844943663438
7087981,0.0471333881198867,0.638613363898206,0.314253247981907
7229492,0.0433459411950624,0.740122965188011,0.216531093616927
7206615,0.0961750124779346,0.655879254811238,0.247945732710828
7120758,0.152068926738117,0.48626979477216,0.361661278489723
7107623,0.0803505353981745,0.598214611015302,0.321434853586524
7136685,0.0927518395672592,0.640803904957843,0.266444255474897
7146873,0.0672386329298632,0.753277453564063,0.179483913506074
7173496,0.157610933504286,0.435642486046855,0.406746580448859
7223131,0.060041606947659,0.681153745390428,0.258804647661913
7126261,0.229095302296505,0.365046060727115,0.40585863697638
7153662,0.126870563292922,0.667988970815374,0.205140465891705
7096174,0.173080422044179,0.459127214603972,0.367792363351849
7169773,0.0133555808999296,0.921637505821586,0.0650069132784842
7166336,0.0481108720041918,0.784105695120883,0.167783432874925
7214496,0.014120662203235,0.856424618630274,0.129454719166492
7132195,0.0668531719585177,0.61468578161757,0.318461046423912
7105198,0.0191864010963641,0.803368272232206,0.17744532667143
7105648,0.0120159730957034,0.83022343348776,0.157760593416536
7112992,0.00512355122372562,0.921724588547185,0.073151860229089
7192198,0.0444892955702464,0.644872697537743,0.310638006892011
7105389,0.112055280047811,0.519525755041569,0.36841896491062
7120917,0.0277593385447008,0.814970524681617,0.157270136773682
7136806,0.23260395693658,0.40823408546646,0.35916195759696
7109319,0.0907849126446482,0.621362499281172,0.28785258807418
7115282,0.0277390109848493,0.733287720362816,0.238973268652334
7146676,0.0347713216836877,0.747738732006477,0.217489946309836
7215893,0.0249489309470045,0.907140605849129,0.0679104632038661
7165629,0.106769106818749,0.55971090116177,0.33351999201948
7219540,0.166340914064384,0.619941751710056,0.213717334225561
7136465,0.0583650600430158,0.804146824531626,0.137488115425358
7232225,0.0801077064977001,0.654263040152724,0.265629253349576
7105202,0.0536042112894072,0.715165495278541,0.231230293432052
7126430,0.00854463018213533,0.895091053350591,0.0963643164672739
7111867,0.0231973096075197,0.835687860359401,0.141114830033079
7146798,0.022234688055795,0.798951369341715,0.17881394260249
7092134,0.125872424366821,0.481045249948827,0.393082325684352
7156595,0.211163873067862,0.406388197389519,0.382447929542619
7230524,0.119592004426641,0.519863108777056,0.360544886796303
7096089,0.0170539978244225,0.867241271406744,0.115704730768833
7204276,0.0269802168042674,0.667889895541691,0.305129887654042
7187503,0.011695936284937,0.909485610055514,0.0788184536595488
7157119,0.0602333035303761,0.648376815895443,0.291389880574181
7205310,0.0031896964855758,0.957049900840623,0.0397604026738011
7116785,0.0925414380533706,0.581446474687591,0.326012087259039
7220345,0.0103850164049971,0.927361369594608,0.0622536140003949
7213335,0.0206409549007929,0.863582270004235,0.115776775094972
7226774,0.0367173894063002,0.66834474980696,0.29493786078674
7139673,0.00649703653982749,0.944002256241783,0.0495007072183897
7158994,0.211658994138532,0.405173022436108,0.38316798342536
7233238,0.0242599925861533,0.871198893805271,0.104541113608575
7139917,0.16284203586646,0.500385228031307,0.336772736102232
7141300,0.112038200383212,0.603606929196664,0.284354870420123
7145411,0.040465959916291,0.78398915489845,0.175544885185259
7207430,0.0684823069007991,0.798035771744818,0.133481921354382
7125901,0.0355340845460829,0.866025000526652,0.0984409149272646
7148635,0.0327264392747606,0.774944113313345,0.192329447411895
7190493,0.0112189733610814,0.905561511574554,0.083219515064365
7183609,0.189064105863322,0.41267486538474,0.398261028751938
7105489,0.118131307595686,0.44696995336944,0.434898739034874
7199702,0.0392404676244,0.713953151208907,0.246806381166693
7699396,0.0870837069559124,0.647078904034179,0.265837389009908
7187542,0.0385218035286844,0.840918759820248,0.120559436651068
7203495,0.029128189956121,0.605855167263088,0.365016642780791
7154804,0.0953960791288322,0.541384132221834,0.363219788649334
7213096,0.070740932543156,0.772589236451695,0.156669831005149
7229112,0.00752068819959133,0.882104935456999,0.11037437634341
7195985,0.0136872012202512,0.805395503049259,0.18091729573049
7128989,0.167770311597376,0.510891522123942,0.321338166278682
7201340,0.0940788058236307,0.605546844873056,0.300374349303313
7160416,0.0337956410986953,0.772021449393052,0.194182909508252
7145487,0.00558990328855271,0.906751143561112,0.0876589531503351
7132045,0.0506980238444588,0.630865683183335,0.318436292972206
7127946,0.0899702934096397,0.741467750097065,0.168561956493295
7164531,0.03784685476885,0.721360945330681,0.240792199900469
7221942,0.205460491222452,0.402978887764406,0.391560621013142
7192439,0.0280257414186784,0.831577818593935,0.140396439987387
7140922,0.110965920487569,0.57848067677543,0.310553402737001
7181426,0.115648257211495,0.56716907834957,0.317182664438936
7088015,0.00211919310013719,0.965411228417537,0.0324695784823255
7162106,0.0623731480021944,0.602647168971825,0.33497968302598
7138311,0.0137538660840778,0.926680663721346,0.059565470194576
7188806,0.0830660103998347,0.61090691323252,0.306027076367646
7164370,0.0087310027917507,0.91366896028057,0.0776000369276789
7162259,0.0220375720935452,0.857274518163483,0.120687909742972
7131606,0.192304486304528,0.389813450502459,0.417882063193013
7204441,0.0696929477233044,0.672982469431578,0.257324582845117
7189092,0.112403183221812,0.572336782355428,0.31526003442276
7119739,0.0234787296972393,0.824511860665866,0.152009409636894
7099579,0.0269414651253153,0.805375569052153,0.167682965822532
7164940,0.0838567045848177,0.591506923800386,0.324636371614796
7091677,0.0592716948216364,0.685492350063439,0.255235955114925
7159173,0.0167170220024118,0.797169890507123,0.186113087490465
7144584,0.00192235763694582,0.979005843598926,0.0190717987641278
7170465,0.0548839659077833,0.700190973665601,0.244925060426616
7145105,0.0289075229380438,0.78353392061701,0.187558556444947
7174989,0.0181999158177282,0.832095648915326,0.149704435266946
7187660,0.0367071484017698,0.847339771920469,0.115953079677761
7101204,0.0163838309672958,0.90123061999954,0.0823855490331644
7174250,0.120013857412777,0.65050017358301,0.229485969004214
7206561,0.032782718637059,0.759996210288248,0.207221071074693
7168239,0.0132247746488804,0.887782401135413,0.0989928242157061
7115466,0.151824070096447,0.482738968470938,0.365436961432614
7150492,0.0633691048671632,0.66197022714591,0.274660667986927
7200687,0.120453410142618,0.531946305331844,0.347600284525537
7118336,0.0707474689216267,0.670386580471328,0.258865950607046
7113766,0.143838453938416,0.410957088398389,0.445204457663195
7234398,0.0623702073524172,0.691506635901362,0.246123156746221
7219996,0.0640013808256965,0.792006016353387,0.143992602820916
7166766,0.0852658898428571,0.637142126521242,0.277591983635901
7168961,0.108583731136096,0.520123811507249,0.371292457356655
7091303,0.233919869389432,0.363575886932264,0.402504243678304
7113377,0.238688106867906,0.32760217556941,0.433709717562684
7116917,0.160705109879323,0.508135636206303,0.331159253914374
7157778,0.030456340394241,0.78819501663487,0.181348642970889
7143672,0.0050937112499837,0.956547325532245,0.0383589632177716
7185468,0.0940915651930463,0.488387369416366,0.417521065390587
7209367,0.102714687962724,0.525042970462309,0.372242341574967
