"listing_id","gbm_high","gbm_low","gbm_medium"
7170325,0.0113772864869082,0.360983222278016,0.627639491235076
7092344,0.0224398386020647,0.389525271503986,0.58803488989395
7158677,0.0146414818772356,0.598156862328603,0.387201655794162
7211212,0.0348654363576422,0.60397263935166,0.361161924290697
7225292,0.00149799367519795,0.970480134891746,0.0280218714330557
7226687,0.0284098467457926,0.817809434779696,0.153780718474511
7126989,0.00275453894031348,0.884582892458859,0.112662568600827
7114138,0.346147214917492,0.308469565993268,0.34538321908924
7131094,0.0158366188195247,0.936177809439687,0.0479855717407885
7224815,0.00267851806297256,0.954695752015019,0.0426257299220085
7107333,0.000632634134127869,0.973842241371313,0.0255251244945594
7088993,0.0451128427124029,0.47171302390481,0.483174133382787
7216312,0.0231672264957785,0.293602391329402,0.68323038217482
7140668,0.00916132930787732,0.956989287066032,0.0338493836260907
7141160,0.00138591885924811,0.88255983705131,0.116054244089442
7753784,0.00295300862270549,0.983751245295621,0.0132957460816731
7140840,0.00252541841190883,0.954503625003662,0.0429709565844294
7172046,0.897274901493374,0.0291781129477489,0.073546985558877
7168225,0.00090140066383457,0.989553823878073,0.00954477545809268
7213185,0.000813771438217779,0.993463684320698,0.00572254424108471
7206465,0.0432137103708346,0.774122176640141,0.182664112989024
7134612,0.00169786177285953,0.97396413058905,0.0243380076380905
7156935,0.000956323366817942,0.968679342764822,0.0303643338683595
7096161,0.00254019248587524,0.93554071144872,0.0619190960654045
7131812,0.00782826963924277,0.603777635673725,0.388394094687032
7185840,0.0528138055658079,0.84460024424469,0.102585950189502
7114220,0.000650723133090766,0.991050452161761,0.00829882470514774
7231209,0.00379431156461162,0.927426001463728,0.0687796869716607
7229242,0.00714858806225496,0.931271886590429,0.0615795253473161
7089887,0.00496015002679278,0.881707270199405,0.113332579773802
7217009,0.0207099552187764,0.580942677331659,0.398347367449565
7167986,0.711904404288582,0.0560648227264797,0.232030772984938
7126940,0.0124874635143226,0.75956220381578,0.227950332669898
7159596,0.00696268220435686,0.229233985080043,0.7638033327156
7111210,0.366672598743206,0.198823364456666,0.434504036800128
7152345,0.0209477186276332,0.798065550151177,0.18098673122119
7204899,0.00304000931040589,0.909426112070788,0.087533878618806
7230245,0.142294995520832,0.687658372679487,0.170046631799681
7211226,0.00554228672461287,0.955682649159456,0.038775064115931
7195563,0.0184634223025355,0.879183431854193,0.102353145843272
7181313,0.0604406198934596,0.407510409644924,0.532048970461617
7206858,0.00292582554033029,0.952687900121816,0.0443862743378539
7126878,0.392958049241414,0.316253671767873,0.290788278990713
7174518,0.000904021195216252,0.98982338928071,0.00927258952407427
7209804,0.00477354215766533,0.949829796706733,0.0453966611356017
7119598,0.000799265283066441,0.985803125386517,0.0133976093304161
7133917,0.00106957240030086,0.990992181634591,0.00793824596510787
7174224,0.0199891571065208,0.797292560733058,0.182718282160421
7157060,0.0301164264143767,0.600190827360275,0.369692746225349
7173006,0.00799141904295714,0.876698433311566,0.115310147645477
7216314,0.095798830162935,0.8284918877646,0.0757092820724652
7219476,0.000778276204405878,0.992017900983377,0.00720382281221756
7139119,0.00123176540476166,0.97638967599208,0.0223785586031587
7206653,0.00453604822051524,0.873324794607618,0.122139157171867
7091061,0.00784182679937138,0.857813945923438,0.134344227277191
7097027,0.00159629500712278,0.990369788383984,0.00803391660889288
7106145,0.316048550956731,0.268694422986298,0.415257026056971
7167352,0.00709682211772501,0.922247026075596,0.070656151806679
7168370,0.00224703448280445,0.97817325377584,0.019579711741356
7097907,0.0293528083677432,0.930369202726135,0.0402779889061218
7231268,0.119245621549491,0.582652306625813,0.298102071824696
7136953,0.270998258950404,0.182043262011767,0.54695847903783
7163499,0.00342913619990321,0.896282829403843,0.100288034396254
7205089,0.0242773754790138,0.619372715513997,0.356349909006989
7215442,0.00246522156823849,0.878036938184876,0.119497840246885
7221305,0.00349246638264159,0.954087583583574,0.0424199500337847
7218351,0.0468380685093958,0.652223729007883,0.300938202482721
7148695,0.0574336650645424,0.464386923961262,0.478179410974196
7134031,0.0840811073251917,0.82006738530219,0.0958515073726179
7194919,0.00284114436493096,0.926043625846778,0.071115229788291
7198551,0.000586214983357423,0.995205282040191,0.00420850297645196
7090836,0.000414188511066342,0.991776116724358,0.00780969476457526
7129585,0.00503199211288098,0.951583908308908,0.0433840995782112
7107617,0.0633511420614208,0.399014624986007,0.537634232952572
7232120,0.0435980940138372,0.164724133081852,0.791677772904311
7158471,0.0274731168197523,0.913772848357207,0.0587540348230405
7117491,0.000887375440953435,0.986113637343295,0.0129989872157511
7194997,0.00186649146159604,0.954156249449701,0.0439772590887031
7184842,0.0378183610459907,0.356912738650318,0.605268900303691
7111019,0.0246189493254029,0.783315849661847,0.19206520101275
7149858,0.00118032063284801,0.987218722169434,0.0116009571977179
7141788,0.0102048689476514,0.800737531797674,0.189057599254674
7134172,0.0754430523432182,0.180149864705779,0.744407082951003
7233228,0.0095368502789306,0.718057513905659,0.272405635815411
7166956,0.00222962223702551,0.991047763061089,0.00672261470188518
7134741,0.0200243111743006,0.94103350931161,0.0389421795140891
7148587,0.000355754150636941,0.994297471621864,0.00534677422749932
7114391,0.0265074439976284,0.828001006895796,0.145491549106575
7210245,0.00316394904225405,0.958966139448708,0.0378699115090383
7200221,0.207323506314403,0.414559492328577,0.37811700135702
7176451,0.00110866127538522,0.969350426366357,0.0295409123582583
7112578,0.000608321733669089,0.99214061280576,0.00725106546057132
7169964,0.175806578614887,0.375858132509183,0.448335288875931
7129699,0.166228941544586,0.296557319173542,0.537213739281873
7192613,0.00167283718644621,0.962489886972463,0.0358372758410904
7137236,0.00532495158078648,0.95735662526865,0.0373184231505636
7129545,0.00618783884674035,0.954866021614708,0.0389461395385519
7167474,0.0298316435734365,0.779877538854343,0.190290817572221
7187520,0.00041681979762669,0.988848383805427,0.0107347963969466
7219030,0.0274716388440904,0.679395693289633,0.293132667866277
7194762,0.0246249652068677,0.742277824823207,0.233097209969925
7223079,0.0980492454577827,0.448608906522341,0.453341848019876
7197337,0.0831569997881401,0.444503530578928,0.472339469632931
7103559,0.0203743893725417,0.511262624047047,0.468362986580411
7112266,0.0237589570658241,0.619701655355647,0.356539387578528
7172018,0.209885424829833,0.136571843364838,0.653542731805329
7161834,0.00498726595954588,0.948230140924975,0.0467825931154794
7135375,0.0315695982508712,0.729103879357819,0.23932652239131
7129249,0.00992047865961736,0.904066160410283,0.0860133609300995
7125143,0.00473812314437685,0.914771166993335,0.080490709862288
7151407,0.150310355186042,0.092984554574615,0.756705090239343
7223550,0.000689270222187114,0.988525757315885,0.0107849724619279
7223021,0.736244691748073,0.0642538838826542,0.199501424369273
7174183,0.0164506257869897,0.815572136114645,0.167977238098366
7202273,0.00138667518425614,0.98072493509667,0.0178883897190739
7161696,0.149363674257259,0.370250640579907,0.480385685162834
7225795,0.0105122570001238,0.89875408469358,0.0907336583062963
7095668,0.000759337719025837,0.987684060160137,0.0115566021208373
7234386,0.0941955559283098,0.104809249429026,0.800995194642665
7230215,0.149010049305901,0.212881356369155,0.638108594324944
7127331,0.00272135312343445,0.954073506674316,0.0432051402022491
7167945,0.00872343018864004,0.819689851606982,0.171586718204378
7190799,0.00231321847332768,0.908183654678034,0.0895031268486381
7120422,0.00416489659928974,0.939687027021984,0.0561480763787267
7220083,0.00269335410310767,0.984481405261969,0.0128252406349237
7103388,0.389017730970838,0.295001983131959,0.315980285897203
7163634,0.316518662243837,0.23326864162748,0.450212696128683
7124748,0.259405735239372,0.0749704940351771,0.665623770725451
7220833,0.0721939678086736,0.261530226242447,0.66627580594888
7214952,0.0265995414352374,0.666104880281608,0.307295578283155
7116891,0.0230585366762552,0.719689048735592,0.257252414588153
7137270,0.0466404383749603,0.237344988162813,0.716014573462227
7137935,0.0077956273314712,0.953967758847509,0.0382366138210197
7150092,0.00236784212905198,0.988084298584819,0.00954785928612869
7144140,0.0023470788931112,0.927481625037079,0.0701712960698094
7100389,0.383798370930401,0.381678832537291,0.234522796532308
7221077,0.00660370276583371,0.866075430252008,0.127320866982158
7219078,0.0123203939155296,0.720872000854767,0.266807605229704
7095541,0.0012299834094362,0.948104399905246,0.050665616685318
7203328,0.0533845032810566,0.0721697512739358,0.874445745445008
7087981,0.00681591847573247,0.151895652541003,0.841288428983265
